id,title,handle,vendor,status,desc_len,has_tags,distributor_snippet
4387764731946,FLIR CM174 Amperímetro de Gancho con Cámara Térmica 80x60 y Tecnología IGM,flir-cm174,Flir,active,3908,1,0
4387762274346,"FLIR CM275 Amperímetro de Gancho con Cámara Térmica 160x120, Bluetooth® y METERLiNK®",flir-cm275,Flir,active,2508,1,0
8572562473198,FLIR CM276 - Pinza Amperimétrica AC/DC 1000A con Termómetro IR y Bluetooth,flir-cm276,Flir,active,2010,1,0
4387845931050,FLIR CM42 Amperímetro de Gancho Profesional 400A CAT III,flir-cm42,Flir,active,6921,1,0
4387767943210,FLIR CM44 Amperímetro de Gancho Profesional 400A CAT III True RMS,flir-cm44,Flir,active,6922,1,0
4387847438378,FLIR CM46 Amperímetro de Gancho con Cámara Térmica 80x60,flir-cm46,Flir,active,7225,1,0
4387768991786,"FLIR CM55 Amperímetro de Gancho con Bobina Flexible 10"" y Bluetooth®",flir-cm55,Flir,active,4122,1,0
4387768696874,"FLIR CM57 Amperímetro de Gancho con Bobina Flexible 18"" y Bluetooth®",flir-cm57,Flir,active,7034,1,0
8572584657134,"FLIR CM57-2 Amperímetro de Gancho con Bobina Flexible 18"" y Bluetooth®",flir-cm57-2,Flir,active,1689,1,0
4387788914730,FLIR CM65 Amperímetro de Gancho para Instalaciones Solares Fotovoltaicas con Cables MC4,flir-cm65,Flir,active,9047,1,0
4387783376938,FLIR CM72 Amperímetro de Gancho Compacto con Gancho Estrecho y Luces LED,flir-cm72,Flir,active,7957,1,0
4387762765866,FLIR CM74 - Amperímetro de Gancho Compacto,flir-cm74,Flir,active,8186,1,0
4387782557738,FLIR CM78 Amperímetro industrial de Alto Rendimiento,flir-cm78,Flir,active,7922,1,0
4387782197290,FLIR CM82 Amperímetro de potencia Industrial,flir-cm82,Flir,active,8343,1,0
4387762143274,FLIR CM83 Amperímetro de Gancho Industrial con Análisis de Potencia y Bluetooth®,flir-cm83,Flir,active,1765,1,0
4387770630186,FLIR CM85 Amperímetro de Potencia Industrial,flir-cm85,Flir,active,9543,1,0
8572583805166,FLIR CM85-2 - Pinza Amperimétrica Industrial 1000A AC/DC con Análisis de Potencia y VFD,flir-cm85-2,Flir,active,2833,1,0
4387789733930,FLIR CM94 Amperímetro de Gancho 2000A AC/DC CAT IV-1000V para Servicios Públicos,flir-cm94,Flir,active,8111,1,0
7995448852718,FLIR Cx5 · Cámara Termográfica ATEX (128x96 px) · Rango -20°C a +300°C,flir-cx5,Flir,active,1621,1,0
4387784818730,FLIR DM166 Multímetro Digital con Cámara Térmica 80x60 y Tecnología IGM,flir-dm166,Flir,active,8997,1,0
4558159577130,FLIR DM284 KIT Multímetro con Cámara Térmica 160x120 - Kit Completo,dm284-kit,Flir,active,9223,1,0
4387771514922,FLIR DM284 Multímetro Digital con Cámara Térmica 160x120 y Tecnología IGM,flir-dm284,Flir,active,5517,1,0
4563149258794,FLIR DM284-FLEX-KIT Multímetro con Cámara Térmica 160x120 + Pinza Flexible,flir-dm284-flex-kit,Flir,active,1869,1,0
4387771154474,"FLIR DM285 Multímetro Digital con Cámara Térmica 160x120, Bluetooth® y METERLiNK®",flir-dm285,Flir,active,2674,1,0
8597772959982,"FLIR DM286 Multímetro Digital con Cámara Térmica 160x120, Bluetooth® y METERLiNK®",flir-dm286,Flir,active,1673,1,0
